GeneID	Fitted.with.Significant.Coefficients	Fitted.with.Significant.Coefficients.No.Limma
ENSG00000232412	-1.3860797	0.0000000
ENSG00000232415	-1.7535524	-0.8028536
ENSG00000232453	-2.8372683	-1.8651354
ENSG00000232490	-2.2624507	-0.6359293
ENSG00000232498	-1.3860797	0.0000000
ENSG00000232559	1.0194381	1.2742976
ENSG00000232564	-1.9088647	-1.0234289
ENSG00000232573	7.7388018	10.8466596
ENSG00000232587	-1.3860797	0.0000000
ENSG00000232593	-2.8921804	-1.9513770
ENSG00000232600	-1.8328168	-0.4099460
ENSG00000232611	-1.8382853	-0.9965065
ENSG00000232613	-1.3860797	0.0000000
ENSG00000232628	-10.0464671	-10.7778308
ENSG00000232629	-5.2297494	-4.1824093
ENSG00000232637	-1.8239931	-0.3941945
ENSG00000232640	-1.3860797	0.0000000
ENSG00000232645	-1.3860797	0.0000000
ENSG00000232662	-1.3860797	0.0000000
ENSG00000232677	-4.2715074	-3.2611814
ENSG00000232692	-1.3860797	0.0000000
ENSG00000232713	-1.3860797	0.0000000
ENSG00000232729	-4.4368279	-3.5041968
ENSG00000232732	-2.0108388	-0.5175649
ENSG00000232742	-1.3860797	0.0000000
ENSG00000232746	-1.3860797	0.0000000
ENSG00000232774	-1.9943294	-0.4998274
ENSG00000232788	-1.3860797	0.0000000
ENSG00000232814	-10.1075792	-10.8572867
ENSG00000232815	-1.8674370	-1.0023823
ENSG00000232828	-1.3612774	-0.1034220
ENSG00000232832	-1.3860797	0.0000000
ENSG00000232860	-1.3860797	0.0000000
ENSG00000232871	-2.2842723	-0.6586638
ENSG00000232878	-1.3860797	0.0000000
ENSG00000232888	-1.3860797	0.0000000
ENSG00000232889	-0.0776343	-0.0970429
ENSG00000232907	-0.2060272	-0.2575340
ENSG00000232931	-1.8541424	-0.9612402
ENSG00000232940	-1.3860797	0.0000000
ENSG00000232973	-2.1429904	-0.8403111
ENSG00000232995	-0.2060272	-0.2575340
ENSG00000233008	-2.0087647	-0.5076377
ENSG00000233045	-1.3860797	0.0000000
ENSG00000233057	-1.3860797	0.0000000
ENSG00000233061	-1.3860797	0.0000000
ENSG00000233087	-1.8822668	-0.8742812
ENSG00000233098	-2.0787642	-0.5249588
ENSG00000233125	-1.6268262	-0.8618120
ENSG00000233144	-1.3860797	0.0000000
ENSG00000233154	-1.9514101	-0.4717228
ENSG00000233183	-1.9733072	-1.1258602
ENSG00000233184	-3.5406672	-2.4495668
ENSG00000233218	-9.9908524	-11.1614634
ENSG00000233220	-1.3860797	0.0000000
ENSG00000233223	-0.2060272	-0.2575340
ENSG00000233246	-1.3860797	0.0000000
ENSG00000233251	-3.8644839	-2.8011888
ENSG00000233266	-1.3860797	0.0000000
ENSG00000233276	-1.3860797	0.0000000
ENSG00000233280	-0.2363680	1.3977813
ENSG00000233296	-1.3860797	0.0000000
ENSG00000233325	-1.3860797	0.0000000
ENSG00000233327	-3.2103895	-2.2623347
ENSG00000233360	-1.9858304	-0.4989897
ENSG00000233368	-0.2060272	-0.2575340
ENSG00000233379	-1.6525007	-1.0669103
ENSG00000233380	-1.3860797	0.0000000
ENSG00000233384	-1.9219269	-0.8688329
ENSG00000233396	-1.3860797	0.0000000
ENSG00000233406	-1.3860797	0.0000000
ENSG00000233426	0.4469531	0.5586913
ENSG00000233452	-0.2060272	-0.2575340
ENSG00000233476	2.0657633	4.1011026
ENSG00000233485	-1.9283870	-0.8919240
ENSG00000233494	-0.0776343	-0.0970429
ENSG00000233509	-1.3860797	0.0000000
ENSG00000233539	-0.2060272	-0.2575340
ENSG00000233586	-1.3860797	0.0000000
ENSG00000233593	-5.1359964	-4.9740169
ENSG00000233610	-0.1852720	1.4793568
ENSG00000233622	-1.9070649	-0.8588039
ENSG00000233673	-1.3860797	0.0000000
ENSG00000233695	-1.3860797	0.0000000
ENSG00000233725	-1.3860797	0.0000000
ENSG00000233728	-1.7700122	-0.9351436
ENSG00000233750	-6.5064409	-6.8258483
ENSG00000233757	-0.0818688	1.8423089
ENSG00000233783	-2.1454670	-0.5696804
ENSG00000233785	-1.3860797	0.0000000
ENSG00000233796	-0.2060272	-0.2575340
ENSG00000233812	-1.8596635	-0.9008308
ENSG00000233830	0.1948083	1.7641994
ENSG00000233834	-1.3860797	0.0000000
ENSG00000233844	-1.3860797	0.0000000
ENSG00000233862	-1.8507190	-1.1133749
ENSG00000233864	-0.0776343	-0.0970429
ENSG00000233875	-1.8563493	-0.8471806
ENSG00000233899	-1.8944617	-0.8964014
ENSG00000233901	-1.8329091	-0.8276870
ENSG00000233903	-1.3860797	0.0000000
ENSG00000233912	-1.3860797	0.0000000
ENSG00000233916	-1.3860797	0.0000000
ENSG00000233954	-1.6940475	-0.9808657
ENSG00000233961	-6.3709765	-6.1478621
ENSG00000233966	-1.3860797	0.0000000
ENSG00000233967	-1.3860797	0.0000000
ENSG00000234006	-1.3860797	0.0000000
ENSG00000234042	-1.8213023	-0.9501849
ENSG00000234062	-3.1657536	-2.2446131
ENSG00000234072	-11.4191392	-12.3898599
ENSG00000234086	-1.6637633	-0.9185094
ENSG00000234199	-1.3860797	0.0000000
ENSG00000234203	-0.2060272	-0.2575340
ENSG00000234215	-1.3860797	0.0000000
ENSG00000234222	-6.5020388	-5.8420188
ENSG00000234225	-1.3860797	0.0000000
ENSG00000234229	-1.3860797	0.0000000
ENSG00000234252	-1.9494527	-1.0015624
ENSG00000234289	-1.3860797	0.0000000
ENSG00000234320	-1.8142754	-0.8759686
ENSG00000234323	-2.9685399	-1.8896497
ENSG00000234336	-1.3860797	0.0000000
ENSG00000234338	-1.3860797	0.0000000
ENSG00000234371	-4.7053872	-3.9392740
ENSG00000234380	-1.8509656	-0.8859276
ENSG00000234431	-1.8868438	-0.4388328
ENSG00000234449	-1.8618584	-0.4192691
ENSG00000234465	0.3030115	2.0089528
ENSG00000234482	-1.7751745	-0.9349571
ENSG00000234492	-2.0113951	-0.5132927
ENSG00000234509	-1.9756149	-0.9341111
ENSG00000234518	-1.6794380	-0.8421775
ENSG00000234520	-1.3860797	0.0000000
ENSG00000234536	-1.3860797	0.0000000
ENSG00000234585	-2.8047234	-1.7770226
ENSG00000234589	-1.3860797	0.0000000
ENSG00000234597	-1.3860797	0.0000000
ENSG00000234602	-1.8145245	-0.9206884
ENSG00000234614	-2.0800870	-2.6001087
ENSG00000234631	-1.3860797	0.0000000
ENSG00000234635	-3.3429055	-2.2082234
ENSG00000234661	-1.3860797	0.0000000
ENSG00000234663	-1.3860797	0.0000000
ENSG00000234678	-1.3860797	0.0000000
ENSG00000234694	-1.3860797	0.0000000
ENSG00000234705	-1.3860797	0.0000000
ENSG00000234719	-1.1561583	-1.4451979
ENSG00000234722	-1.7232825	-1.0547805
ENSG00000234742	-1.8222986	-0.8614968
ENSG00000234745	-5.3011701	-4.6908894
ENSG00000234769	-4.4129970	-3.7441030
ENSG00000234771	-1.8383878	-0.9313752
ENSG00000234772	-1.3860797	0.0000000
ENSG00000234782	-1.3860797	0.0000000
ENSG00000234797	4.5863779	7.3775286
ENSG00000234814	-2.9564978	-1.9459556
ENSG00000234818	-1.3860797	0.0000000
ENSG00000234851	9.5397708	12.7352157
ENSG00000234883	-1.0697703	-1.3372129
ENSG00000234899	-1.3860797	0.0000000
ENSG00000234906	-1.2260153	-1.5325192
ENSG00000234912	-2.7166449	-1.7461665
ENSG00000234936	-7.4775524	-7.5420609
ENSG00000234945	-3.0039296	-1.8590078
ENSG00000234964	-0.0776343	-0.0970429
ENSG00000234978	-1.9098092	-0.4499933
ENSG00000234997	-1.3860797	0.0000000
ENSG00000235016	-3.7105255	-2.6614676
ENSG00000235026	-1.7702183	-0.9348709
ENSG00000235033	-1.3860797	0.0000000
ENSG00000235043	4.4778999	7.1129779
ENSG00000235065	-1.6014959	-0.8476193
ENSG00000235106	-0.0776343	-0.0970429
ENSG00000235117	-1.3860797	0.0000000
ENSG00000235118	-1.3860797	0.0000000
ENSG00000235128	-1.3860797	0.0000000
ENSG00000235159	-1.3860797	0.0000000
ENSG00000235162	0.8269919	2.5272734
ENSG00000235192	-2.1452360	-0.7690002
ENSG00000235204	-1.3860797	0.0000000
ENSG00000235225	-0.0776343	-0.0970429
ENSG00000235236	-3.8505294	-2.8298169
ENSG00000235241	-0.2060272	-0.2575340
ENSG00000235244	-1.8145256	-0.8819068
ENSG00000235272	-0.0776343	-0.0970429
ENSG00000235280	-1.9041528	-0.8672069
ENSG00000235313	-1.3860797	0.0000000
ENSG00000235314	-3.4190126	-2.4787085
ENSG00000235354	-0.0776343	-0.0970429
ENSG00000235355	-1.7537646	-0.8885649
ENSG00000235373	-1.8660217	-0.8428599
ENSG00000235385	-1.7450808	-0.8904147
ENSG00000235436	-4.3714985	-3.3570445
ENSG00000235437	-1.9216958	-0.4498291
ENSG00000235459	-1.3860797	0.0000000
ENSG00000235475	-1.3860797	0.0000000
ENSG00000235481	-1.3860797	0.0000000
ENSG00000235493	-1.7848429	-0.9618792
ENSG00000235495	3.8922389	6.5575650
ENSG00000235501	-0.2060272	-0.2575340
ENSG00000235527	-1.3860797	0.0000000
ENSG00000235530	-1.3860797	0.0000000
ENSG00000235545	-1.3860797	0.0000000
ENSG00000235552	6.3786497	9.5021406
ENSG00000235559	-1.3860797	0.0000000
ENSG00000235568	-1.3860797	0.0000000
ENSG00000235578	-1.3860797	0.0000000
ENSG00000235582	-1.3860797	0.0000000
ENSG00000235587	-1.6396298	-0.9599676
ENSG00000235597	-1.7621557	-0.9422735
ENSG00000235615	-1.8563205	-0.9786910
ENSG00000235618	-1.8602253	-0.7784157
ENSG00000235641	-1.3860797	0.0000000
ENSG00000235643	-1.3860797	0.0000000
ENSG00000235652	-1.8145215	-0.3898689
ENSG00000235655	2.2520460	4.0256684
ENSG00000235703	-3.1531270	-2.0971290
ENSG00000235706	-2.7600301	-1.8314437
ENSG00000235725	-9.1911749	-10.4772511
ENSG00000235726	-1.3860797	0.0000000
ENSG00000235770	-2.8385956	-1.8160011
ENSG00000235781	-1.7884682	-0.9310804
ENSG00000235782	-1.9008619	-0.8956359
ENSG00000235790	-1.8177987	-0.8309025
ENSG00000235813	-1.3860797	0.0000000
ENSG00000235831	-2.1293990	-0.6023633
ENSG00000235837	-5.6540435	-5.3037276
ENSG00000235872	-0.7355720	0.7633761
ENSG00000235893	-1.7417666	-0.9538857
ENSG00000235897	-1.9449909	-0.9106570
ENSG00000235904	-1.3860797	0.0000000
ENSG00000235912	1.6229270	3.7114847
ENSG00000235927	-1.3860797	0.0000000
ENSG00000235944	-0.2060272	-0.2575340
ENSG00000235954	-3.1738585	-2.0396996
ENSG00000235957	-0.0776343	-0.0970429
ENSG00000235978	-2.0151570	-0.5222077
ENSG00000235982	-1.3860797	0.0000000
ENSG00000236003	-1.3860797	0.0000000
ENSG00000236008	-1.3860797	0.0000000
ENSG00000236017	-4.2082940	-3.1940852
ENSG00000236021	-1.3860797	0.0000000
ENSG00000236029	-1.3860797	0.0000000
ENSG00000236078	-1.8363544	-0.9327872
ENSG00000236088	1.1475312	1.4344140
ENSG00000236090	-1.3860797	0.0000000
ENSG00000236107	-1.3860797	0.0000000
ENSG00000236166	-1.3860797	0.0000000
ENSG00000236204	-2.1540545	-0.6129465
ENSG00000236209	-1.3860797	0.0000000
ENSG00000236233	-0.2060272	-0.2575340
ENSG00000236252	-1.3860797	0.0000000
ENSG00000236269	-1.3860797	0.0000000
ENSG00000236296	-1.0329385	-1.2911731
ENSG00000236305	-1.3860797	0.0000000
ENSG00000236326	-0.0776343	-0.0970429
ENSG00000236337	-7.3537392	-7.3632490
ENSG00000236377	-1.3860797	0.0000000
ENSG00000236385	-1.8106901	-0.9056115
ENSG00000236404	-0.2060272	-0.2575340
ENSG00000236411	-1.3860797	0.0000000
ENSG00000236423	-1.8802208	-0.7979268
ENSG00000236427	-1.3860797	0.0000000
ENSG00000236439	-1.8256319	-0.8118608
ENSG00000236449	-1.8576348	-1.0768483
ENSG00000236467	-2.2095362	-0.6050694
ENSG00000236472	-8.2464757	-8.5474580
ENSG00000236516	-1.3860797	0.0000000
ENSG00000236529	-1.3860797	0.0000000
ENSG00000236532	-3.3034567	-2.3507170
ENSG00000236535	-1.3860797	0.0000000
ENSG00000236539	-2.0078664	-1.1616773
ENSG00000236540	-1.9043493	-0.4451600
ENSG00000236671	-1.3860797	0.0000000
ENSG00000236673	-1.8146851	-0.8833847
ENSG00000236675	-1.3860797	0.0000000
ENSG00000236682	-1.9176182	-0.8827619
ENSG00000236700	-1.2997952	0.1834780
ENSG00000236754	-1.3860797	0.0000000
ENSG00000236824	-5.9270758	-5.3944314
ENSG00000236830	-1.3860797	0.0000000
ENSG00000236849	-1.6636471	-0.9513738
ENSG00000236861	-1.3860797	0.0000000
ENSG00000236869	-1.3860797	0.0000000
ENSG00000236871	-1.9015923	-0.8928128
ENSG00000236876	2.3972801	4.6949231
ENSG00000236939	-1.3860797	0.0000000
ENSG00000236943	-0.2060272	-0.2575340
ENSG00000236947	-1.3860797	0.0000000
ENSG00000236953	-1.3860797	0.0000000
ENSG00000236972	-1.3860797	0.0000000
ENSG00000236977	-1.3860797	0.0000000
ENSG00000236986	-0.2060272	-0.2575340
ENSG00000236992	-1.3860797	0.0000000
ENSG00000237015	-1.3860797	0.0000000
ENSG00000237036	-3.2111978	-2.3791220
ENSG00000237074	-1.3860797	0.0000000
ENSG00000237082	-0.0776343	-0.0970429
ENSG00000237094	-3.0841219	-2.1348245
ENSG00000237125	-1.3860797	0.0000000
ENSG00000237149	1.3447388	3.3803453
ENSG00000237152	-1.3860797	0.0000000
ENSG00000237187	-0.2060272	-0.2575340
ENSG00000237234	-1.3860797	0.0000000
ENSG00000237264	-1.6484825	-0.8017919
ENSG00000237289	-1.6686904	-0.9772172
ENSG00000237291	-1.9000145	-1.0454773
ENSG00000237301	-1.3860797	0.0000000
ENSG00000237356	-1.9779542	-0.4899610
ENSG00000237378	-1.7807263	-0.9966665
ENSG00000237414	-2.0004253	-0.9724753
ENSG00000237433	-1.3860797	0.0000000
ENSG00000237436	-1.3860797	0.0000000
ENSG00000237438	-2.7614821	-1.7290337
ENSG00000237476	-0.0776343	-0.0970429
ENSG00000237484	-1.9740025	-1.1115825
ENSG00000237489	-1.3860797	0.0000000
ENSG00000237491	-4.0218924	-2.9930278
ENSG00000237505	-1.3860797	0.0000000
ENSG00000237515	-4.3432175	-3.4010034
ENSG00000237539	-0.0776343	-0.0970429
ENSG00000237541	-19.1557311	-23.9446638
ENSG00000237575	-1.7119526	-0.8600482
ENSG00000237595	-1.3860797	0.0000000
ENSG00000237596	-1.3860797	0.0000000
ENSG00000237605	-1.3860797	0.0000000
ENSG00000237638	-0.0776343	-0.0970429
ENSG00000237669	-1.8678838	-0.9002195
ENSG00000237689	-1.3860797	0.0000000
ENSG00000237693	-1.8336167	-0.8953439
ENSG00000237718	-1.3860797	0.0000000
ENSG00000237742	-1.3860797	0.0000000
ENSG00000237749	-5.2247891	-4.7445250
ENSG00000237775	-1.3860797	0.0000000
ENSG00000237797	-1.3860797	0.0000000
ENSG00000237803	-1.3860797	0.0000000
ENSG00000237813	-1.3860797	0.0000000
ENSG00000237815	1.2791273	3.2620651
ENSG00000237819	-2.0039949	-0.5099089
ENSG00000237846	-0.2060272	-0.2575340
ENSG00000237852	-1.3860797	0.0000000
ENSG00000237877	-1.3860797	0.0000000
ENSG00000237886	-1.9048793	-0.9219307
ENSG00000237903	-1.3860797	0.0000000
ENSG00000237911	-1.3860797	0.0000000
ENSG00000237928	-1.8831850	-0.8778444
ENSG00000237940	-1.3860797	0.0000000
ENSG00000237945	-1.9570154	-0.4718812
ENSG00000237950	-1.3860797	0.0000000
ENSG00000237988	-1.6219835	-0.9093853
ENSG00000237991	-1.3860797	0.0000000
ENSG00000238005	-1.3860797	0.0000000
ENSG00000238009	-1.1225150	-1.4031437
ENSG00000238035	-4.1727661	-3.4063646
ENSG00000238058	-1.3860797	0.0000000
ENSG00000238083	-1.9953950	-0.5126577
ENSG00000238098	-3.6218390	-2.8168963
ENSG00000238103	-4.6485715	-4.4865031
ENSG00000238105	-1.8216860	-0.7995655
ENSG00000238113	-1.9975366	-0.4999004
ENSG00000238121	-3.3919705	-2.5258353
ENSG00000238140	-1.3860797	0.0000000
ENSG00000238142	-0.0776343	-0.0970429
ENSG00000238151	-1.3860797	0.0000000
ENSG00000238171	-1.3860797	0.0000000
ENSG00000238178	-1.3860797	0.0000000
ENSG00000238179	-1.3860797	0.0000000
ENSG00000238197	-1.8354507	-0.4026045
ENSG00000238198	-8.6224589	-9.4733091
ENSG00000238206	-3.4979688	-2.4053433
ENSG00000238249	-14.5876445	-16.2361631
ENSG00000238261	-7.1036956	-6.8329283
ENSG00000238274	-1.3860797	0.0000000
ENSG00000238284	-1.3860797	0.0000000
ENSG00000238287	-1.3860797	0.0000000
ENSG00000238297	-0.0776343	-0.0970429
ENSG00000238358	-10.6096903	-11.4663035
ENSG00000238390	-1.3860797	0.0000000
ENSG00000238460	-0.0776343	-0.0970429
ENSG00000238741	-0.0776343	-0.0970429
ENSG00000238961	2.8857251	5.2004143
ENSG00000238975	12.2855864	16.5964935
ENSG00000239218	-1.3860797	0.0000000
ENSG00000239235	-4.1801175	-3.1550150
ENSG00000239246	-1.4393541	-0.7701987
ENSG00000239254	-1.3860797	0.0000000
ENSG00000239335	-1.8441511	-0.8260135
ENSG00000239377	-1.3860797	0.0000000
ENSG00000239415	-0.2060272	-0.2575340
ENSG00000239482	-1.7743736	-0.9838957
ENSG00000239556	-1.3860797	0.0000000
ENSG00000239650	-1.3860797	0.0000000
ENSG00000239704	-0.2060272	-0.2575340
ENSG00000239763	-1.3860797	0.0000000
ENSG00000239776	1.5227239	1.9034049
ENSG00000239815	-1.3860797	0.0000000
ENSG00000239827	-0.2060272	-0.2575340
ENSG00000239828	-1.3860797	0.0000000
ENSG00000239883	-1.3860797	0.0000000
ENSG00000239887	-1.7032104	-0.9859159
ENSG00000240003	-1.3860797	0.0000000
ENSG00000240032	-1.3860797	0.0000000
ENSG00000240036	-1.3860797	0.0000000
ENSG00000240038	-1.3390321	-1.6737901
ENSG00000240050	-1.3860797	0.0000000
ENSG00000240057	-1.8768938	-0.4386561
ENSG00000240087	-1.3860797	0.0000000
ENSG00000240096	-1.3860797	0.0000000
ENSG00000240137	-3.4601153	-2.3870097
ENSG00000240204	-1.7782455	-0.9067203
ENSG00000240219	-1.8265918	-0.9928261
ENSG00000240253	-1.3860797	0.0000000
ENSG00000240280	-1.7811472	-1.0432747
ENSG00000240291	-1.8651870	-0.9519515
ENSG00000240342	1.9525992	3.7198727
ENSG00000240368	-1.3860797	0.0000000
ENSG00000240373	-1.3860797	0.0000000
ENSG00000240376	-1.3860797	0.0000000
ENSG00000240386	-1.1965190	-1.4956487
ENSG00000240399	-1.7717669	-0.8966743
ENSG00000240401	-4.8095141	-3.9232132
ENSG00000240405	-1.8703421	-1.1526562
ENSG00000240445	-1.9317945	-0.5079037
ENSG00000240463	-1.4528853	-0.8600154
ENSG00000240475	-0.0841004	-0.1051255
ENSG00000240476	-2.5809099	-3.2261373
ENSG00000240494	-1.3860797	0.0000000
ENSG00000240498	-2.8887190	-1.9074733
ENSG00000240520	-1.3860797	0.0000000
ENSG00000240563	-2.0708044	-0.5081656
ENSG00000240583	-7.9713172	-8.1666199
ENSG00000240634	-7.1643797	-7.5887018
ENSG00000240652	-0.0776343	-0.0970429
ENSG00000240665	-1.3860797	0.0000000
ENSG00000240694	-1.1961112	-1.4951390
ENSG00000240720	-1.3860797	0.0000000
ENSG00000240731	-1.3860797	0.0000000
ENSG00000240776	-1.3860797	0.0000000
ENSG00000240809	-1.7288673	-0.9807063
ENSG00000240875	-0.2060272	-0.2575340
ENSG00000240889	-4.5247361	-3.6025228
ENSG00000240906	-0.2060272	-0.2575340
ENSG00000240935	-1.8842501	-0.9087410
ENSG00000240970	-1.3860797	0.0000000
ENSG00000240972	-1.3860797	0.0000000
ENSG00000240975	-1.3860797	0.0000000
ENSG00000240990	-1.2087228	-1.5109036
ENSG00000241158	-1.3860797	0.0000000
ENSG00000241168	-1.9587145	-0.9755925
ENSG00000241278	-1.3860797	0.0000000
ENSG00000241288	-4.1326025	-3.1338537
ENSG00000241313	-1.5172509	-0.1486537
ENSG00000241361	-1.3860797	0.0000000
ENSG00000241404	-2.8006253	-1.9000067
ENSG00000241481	-1.9217468	-1.0735203
ENSG00000241484	-3.6355435	-2.8324076
ENSG00000241490	-0.0776343	-0.0970429
ENSG00000241494	-1.3860797	0.0000000
ENSG00000241506	4.3912244	7.1865775
ENSG00000241528	-2.6331335	-1.6290669
ENSG00000241549	-3.1320519	-2.2182147
ENSG00000241570	-3.5006545	-2.4426957
ENSG00000241644	-3.8181420	-2.9525361
ENSG00000241723	-1.3860797	0.0000000
ENSG00000241770	-1.3860797	0.0000000
ENSG00000241794	-0.6655545	-0.8319431
ENSG00000241860	-5.9023822	-5.3069880
ENSG00000241912	-1.3860797	0.0000000
ENSG00000241923	-1.3860797	0.0000000
ENSG00000241935	-2.7730207	-1.8039127
ENSG00000241956	-2.0472231	-0.5051407
ENSG00000241978	-0.2060272	-0.2575340
ENSG00000241985	-1.3860797	0.0000000
ENSG00000242013	-0.0776343	-0.0970429
ENSG00000242071	-4.3917708	-3.9602376
ENSG00000242100	-1.7279007	-0.8890793
ENSG00000242173	-1.3984404	-1.7480504
ENSG00000242221	-0.0776343	-0.0970429
ENSG00000242242	-1.3860797	0.0000000
ENSG00000242255	-1.3860797	0.0000000
ENSG00000242262	-1.3860797	0.0000000
ENSG00000242267	-1.3860797	0.0000000
ENSG00000242288	-1.8728396	-0.4245634
ENSG00000242294	-0.2060272	-0.2575340
ENSG00000242299	-2.5684945	-3.2106182
ENSG00000242396	-0.8337681	0.6509273
ENSG00000242440	-1.3860797	0.0000000
ENSG00000242441	-1.3860797	0.0000000
ENSG00000242488	-1.8236946	-0.9678505
ENSG00000242500	-1.3860797	0.0000000
ENSG00000242516	-1.8519430	-0.7978250
ENSG00000242569	-1.2465425	-1.5581781
ENSG00000242574	-5.2886812	-4.8520838
ENSG00000242639	-1.3860797	0.0000000
ENSG00000242759	-3.2673187	-2.2109024
ENSG00000242798	-1.3860797	0.0000000
ENSG00000242808	-2.3966102	-0.7216968
ENSG00000242858	-1.3860797	0.0000000
ENSG00000242861	-1.8458442	-0.9025775
ENSG00000242866	-1.3860797	0.0000000
ENSG00000242880	-1.3860797	0.0000000
ENSG00000242948	-1.3860797	0.0000000
ENSG00000242950	-3.0398062	-1.9861556
ENSG00000243024	-1.3860797	0.0000000
ENSG00000243069	-4.6952035	-3.9036617
ENSG00000243150	-3.1392047	-2.0014948
ENSG00000243153	-1.3860797	0.0000000
ENSG00000243175	-1.8989129	-0.9443362
ENSG00000243176	-0.5881191	-0.7351489
ENSG00000243230	-1.3860797	0.0000000
ENSG00000243250	-1.3860797	0.0000000
ENSG00000243251	-0.2060272	-0.2575340
ENSG00000243353	-0.0776343	-0.0970429
ENSG00000243368	-1.3860797	0.0000000
ENSG00000243410	-1.3860797	0.0000000
ENSG00000243433	-1.3860797	0.0000000
ENSG00000243449	0.8337379	2.5623725
ENSG00000243517	-1.3860797	0.0000000
ENSG00000243554	-1.8303230	-0.4018756
ENSG00000243558	-1.3860797	0.0000000
ENSG00000243566	-2.2890786	-0.6914400
ENSG00000243628	-3.0361450	-2.3798130
ENSG00000243649	-3.0147240	-2.2631322
ENSG00000243679	-3.6497839	-2.7250566
ENSG00000243716	-4.9968406	-4.4412069
ENSG00000243746	-1.8918456	-0.9783435
ENSG00000243753	-6.1346720	-5.4375999
ENSG00000243795	-1.3860797	0.0000000
ENSG00000243797	-2.2777667	-0.6428720
ENSG00000243802	-1.3860797	0.0000000
ENSG00000243829	-1.6509814	-0.9961648
ENSG00000243952	-1.3860797	0.0000000
ENSG00000243955	-1.3860797	0.0000000
ENSG00000244026	-0.0776343	-0.0970429
ENSG00000244044	-0.0776343	-0.0970429
ENSG00000244050	-1.3860797	0.0000000
ENSG00000244053	-1.3860797	0.0000000
ENSG00000244055	-1.3860797	0.0000000
ENSG00000244056	-1.3860797	0.0000000
ENSG00000244124	-1.3860797	0.0000000
ENSG00000244184	-1.3860797	0.0000000
ENSG00000244203	-1.3860797	0.0000000
ENSG00000244242	-1.7593103	-0.7834731
ENSG00000244245	-1.3860797	0.0000000
ENSG00000244300	-1.6742921	-0.8816947
ENSG00000244306	-1.0984712	-1.3730890
ENSG00000244313	4.3632618	6.7832122
ENSG00000244371	-1.8272921	-0.8302121
ENSG00000244398	8.1109881	11.2849790
ENSG00000244425	-1.3860797	0.0000000
ENSG00000244439	-1.8640422	-0.8207049
ENSG00000244538	-1.3860797	0.0000000
ENSG00000244556	-1.3860797	0.0000000
ENSG00000244573	-1.3860797	0.0000000
ENSG00000244617	-2.9234121	-3.6542651
ENSG00000244627	-2.9831556	-1.9100284
ENSG00000244676	-1.3860797	0.0000000
ENSG00000244682	-3.9668310	-3.2883976
ENSG00000244694	-0.2060272	-0.2575340
ENSG00000244722	-1.3860797	0.0000000
ENSG00000244731	-1.7745821	-0.9801731
ENSG00000244879	-0.0776343	-0.0970429
ENSG00000244921	-1.3860797	0.0000000
ENSG00000244952	-1.3860797	0.0000000
ENSG00000244968	-1.8879002	-0.9119993
ENSG00000245067	-12.1453138	-10.5698673
ENSG00000245112	-0.4483522	1.0880977
ENSG00000245156	-6.1441964	-5.4828713
ENSG00000245205	-1.3860797	0.0000000
ENSG00000245248	-3.1711536	-2.1142321
ENSG00000245261	-1.3860797	0.0000000
ENSG00000245275	-6.1400302	-5.6158582
ENSG00000245293	-2.1968749	-0.6063603
ENSG00000245317	-1.3860797	0.0000000
ENSG00000245322	-5.1758297	-4.3401298
ENSG00000245330	-1.3860797	0.0000000
ENSG00000245479	-1.3860797	0.0000000
ENSG00000245522	-1.8132557	-0.8105336
ENSG00000245526	-1.7931037	-0.8632084
ENSG00000245532	-1.7249147	-2.1561433
ENSG00000245534	-1.3860797	0.0000000
ENSG00000245552	-1.8536649	-0.4131027
ENSG00000245562	-1.9602623	-0.9800820
ENSG00000245573	-4.3111498	-3.3118831
ENSG00000245614	-0.2060272	-0.2575340
ENSG00000245651	-1.8546189	-0.8081671
ENSG00000245667	-1.3860797	0.0000000
ENSG00000245685	-2.1184607	-0.5922154
ENSG00000245750	-1.3860797	0.0000000
ENSG00000245812	-1.9686917	-0.9382524
ENSG00000245849	-2.7702803	-1.7366616
ENSG00000245904	1.2562425	3.2701689
ENSG00000245937	-3.6392068	-2.5452044
ENSG00000245970	-5.3611392	-4.4007008
ENSG00000245975	-1.9070354	-0.8469490
ENSG00000246067	-1.8223302	-0.3946922
ENSG00000246090	-1.8733941	-0.8022266
ENSG00000246174	-2.9641998	-1.7734892
ENSG00000246203	-1.3860797	0.0000000
ENSG00000246214	-1.3860797	0.0000000
ENSG00000246223	-3.5214054	-2.6987506
ENSG00000246225	-1.3860797	0.0000000
ENSG00000246308	-1.9049582	-0.9531919
ENSG00000246339	-2.2929611	-0.6651357
ENSG00000246366	-4.4633634	-3.5325390
ENSG00000246465	-1.3860797	0.0000000
ENSG00000246528	-1.3860797	0.0000000
ENSG00000246575	-1.3860797	0.0000000
ENSG00000246777	-1.3860797	0.0000000
ENSG00000246851	-1.3860797	0.0000000
ENSG00000246877	-1.8373839	-0.8124109
ENSG00000246982	-1.3860797	0.0000000
ENSG00000247081	-0.2060272	-0.2575340
ENSG00000247137	-2.9959954	-1.8420990
ENSG00000247151	-1.7931157	-0.9251993
ENSG00000247157	-1.7889865	-0.9778862
ENSG00000247287	-1.3860797	0.0000000
ENSG00000247317	-1.0477101	-1.3096376
ENSG00000247324	-1.3860797	0.0000000
