Gene ID	CI DESeq	CI NOISeq	CuffDiff	Limma	GeneSpring
ENSG00000137960	NA	NA	NA	-6.088330562	NA
ENSG00000137965	-3.962676254	NA	-3.38009	-2.76977614	-6.667595
ENSG00000137968	-4.682601411	NA	NA	-6.180703956	NA
ENSG00000137970	NA	NA	NA	6.195464888	32.4898
ENSG00000137975	-9.747925175	-9.748493636	NA	NA	NA
ENSG00000138018	NA	NA	2.15478	2.284164781	4.87082
ENSG00000138028	-2.546217845	NA	-2.85613	-2.327503579	NA
ENSG00000138032	NA	NA	NA	NA	2.4992833
ENSG00000138039	-2.729798703	NA	NA	NA	NA
ENSG00000138061	5.223202844	5.206317339	6.11001	6.194004498	NA
ENSG00000138068	NA	NA	NA	NA	NA
ENSG00000138071	NA	NA	NA	NA	3.7709599
ENSG00000138075	-2.980543633	NA	NA	NA	NA
ENSG00000138079	NA	NA	NA	-7.422190012	NA
ENSG00000138092	NA	NA	NA	NA	2.9181619
ENSG00000138095	NA	NA	NA	NA	2.5099642
ENSG00000138100	-4.917247798	NA	NA	NA	NA
ENSG00000138107	NA	NA	NA	2.223060341	4.6688285
ENSG00000138119	NA	NA	2.06368	2.64572377	6.2265487
ENSG00000138131	-5.66351724	-5.684368695	-4.58731	NA	NA
ENSG00000138134	-2.473035322	NA	NA	NA	NA
ENSG00000138138	NA	NA	2.06222	2.312342629	4.9668903
ENSG00000138152	-5.528829742	NA	NA	NA	NA
ENSG00000138160	2.327552106	NA	3.06876	3.26121704	9.47868
ENSG00000138166	NA	NA	2.6232	2.309641571	4.9535413
ENSG00000138172	NA	NA	NA	2.145577154	4.406407
ENSG00000138175	NA	NA	NA	2.024123781	4.067447
ENSG00000138180	2.144838837	NA	2.8336	3.11895957	8.6187525
ENSG00000138182	2.390292666	NA	2.70135	2.983169336	6.8167562
ENSG00000138185	NA	NA	-2.92133	-2.310460045	NA
ENSG00000138190	NA	NA	-2.71739	NA	NA
ENSG00000138193	-2.673342303	NA	-4.4977	-4.011700094	NA
ENSG00000138207	-4.927546513	NA	NA	NA	NA
ENSG00000138246	NA	NA	NA	NA	3.5780172
ENSG00000138271	-5.604654689	NA	NA	-4.425944056	NA
ENSG00000138293	NA	NA	2.58504	2.734077206	6.6533327
ENSG00000138297	NA	NA	NA	NA	3.8424876
ENSG00000138315	-5.98193581	NA	NA	NA	NA
ENSG00000138316	-6.004104361	NA	NA	-5.123128576	NA
ENSG00000138336	NA	NA	NA	2.663771232	NA
ENSG00000138356	NA	NA	NA	NA	NA
ENSG00000138378	-3.991547448	NA	-6.28087	-5.788169576	NA
ENSG00000138381	NA	NA	NA	NA	3.2710178
ENSG00000138411	-2.251269826	NA	NA	NA	NA
ENSG00000138413	NA	NA	2.3559	2.593542577	6.035789
ENSG00000138430	NA	NA	NA	NA	-2.7576165
ENSG00000138435	-4.791287471	NA	NA	-3.464063969	NA
ENSG00000138448	NA	NA	NA	2.135248285	4.393127
ENSG00000138449	-5.04162759	NA	-4.01067	-3.699584246	NA
ENSG00000138459	NA	NA	2.01371	2.256462	4.778184
ENSG00000138463	NA	NA	2.37818	2.620073111	6.1478133
ENSG00000138593	NA	NA	NA	NA	3.4334285
ENSG00000138613	NA	NA	2.4668	2.838271321	7.123374
ENSG00000138614	NA	NA	NA	NA	2.6144814
ENSG00000138615	-9.14557442	NA	NA	-5.951715581	NA
ENSG00000138623	-3.152759026	NA	NA	NA	NA
ENSG00000138639	NA	NA	-3.18918	NA	NA
ENSG00000138663	NA	NA	NA	NA	2.9975917
ENSG00000138669	-2.743918824	NA	NA	NA	NA
ENSG00000138670	-2.130910289	NA	-2.55954	-2.162458538	NA
ENSG00000138675	-3.359081205	NA	-5.7297	-5.069783758	NA
ENSG00000138678	3.577374511	3.573653846	3.84889	3.437498081	8.302849
ENSG00000138688	NA	NA	NA	NA	2.919963
ENSG00000138755	-12.3537166	-12.13490581	NA	-8.740424516	NA
ENSG00000138756	NA	NA	2.18232	2.330117952	5.0259824
ENSG00000138764	NA	NA	NA	NA	3.744513
ENSG00000138767	NA	NA	2.24245	2.365357796	5.150065
ENSG00000138771	-2.607271058	NA	-4.15881	NA	NA
ENSG00000138772	-3.249053532	NA	-2.80455	NA	NA
ENSG00000138778	NA	NA	NA	2.281497276	3.5394793
ENSG00000138785	NA	NA	NA	NA	2.3245745
ENSG00000138792	-9.341420735	NA	NA	NA	NA
ENSG00000138796	NA	NA	NA	NA	3.4958022
ENSG00000138798	-3.964842594	NA	NA	-3.247167181	NA
ENSG00000138801	NA	NA	NA	NA	2.9966352
ENSG00000138802	NA	NA	2.44478	2.631853455	6.149137
ENSG00000138834	-2.999930665	NA	NA	NA	NA
ENSG00000138944	-3.195104784	NA	NA	NA	NA
ENSG00000138964	-10.01729575	NA	NA	NA	NA
ENSG00000139044	-2.421252613	NA	-3.13731	NA	NA
ENSG00000139055	-6.790618538	NA	NA	NA	NA
ENSG00000139083	NA	NA	-2.11479	NA	NA
ENSG00000139151	-4.145359029	NA	NA	NA	NA
ENSG00000139163	NA	NA	NA	NA	3.7946806
ENSG00000139173	NA	NA	-2.88033	NA	NA
ENSG00000139178	-2.18224046	NA	NA	NA	NA
ENSG00000139182	-2.080422674	NA	NA	NA	NA
ENSG00000139187	NA	NA	-2.75064	-2.323179647	NA
ENSG00000139190	-2.21637969	NA	NA	NA	NA
ENSG00000139193	-2.948390615	NA	NA	-5.606848421	NA
ENSG00000139194	-3.5122797	NA	NA	-3.862725862	NA
ENSG00000139200	-2.90845433	NA	NA	NA	NA
ENSG00000139219	-8.032145487	-8.037357333	-6.16821	NA	NA
ENSG00000139239	-4.570583071	-4.559123369	NA	NA	2.89491
ENSG00000139269	NA	NA	NA	-2.968208289	NA
ENSG00000139287	-4.890740077	NA	NA	NA	NA
ENSG00000139292	-8.660068711	NA	NA	NA	NA
ENSG00000139304	-6.402562592	NA	NA	NA	NA
ENSG00000139329	-10.51762661	-10.54000586	-10.2167	-9.699890115	-29.21595
ENSG00000139344	-5.018981784	NA	NA	NA	NA
ENSG00000139350	NA	NA	NA	2.114405878	4.330117
ENSG00000139351	NA	NA	-2.38579	-2.065691463	NA
ENSG00000139352	-4.535494634	NA	NA	NA	NA
ENSG00000139364	-2.13861449	NA	NA	NA	NA
ENSG00000139428	NA	NA	NA	NA	2.7331016
ENSG00000139496	NA	NA	NA	NA	3.3620155
ENSG00000139505	NA	NA	2.38792	2.693173299	6.2850256
ENSG00000139508	-4.178729751	NA	-3.36499	-2.868398852	NA
ENSG00000139537	-2.583564746	NA	NA	NA	NA
ENSG00000139540	NA	NA	NA	-4.578944458	NA
ENSG00000139547	-4.830748826	NA	NA	-4.225152798	NA
ENSG00000139549	-3.243454518	NA	NA	NA	NA
ENSG00000139567	-2.683070033	NA	NA	NA	NA
ENSG00000139574	-2.332775571	NA	NA	NA	NA
ENSG00000139597	-2.353440276	NA	NA	NA	NA
ENSG00000139618	2.064458394	NA	NA	NA	NA
ENSG00000139626	-2.107804329	NA	NA	NA	NA
ENSG00000139629	-5.905709167	NA	-5.09132	-4.602106694	NA
ENSG00000139631	-2.665399165	NA	-3.08337	-2.882543399	-7.3744903
ENSG00000139645	NA	NA	NA	2.020781454	4.0580354
ENSG00000139675	NA	NA	NA	NA	NA
ENSG00000139697	NA	NA	2.24428	2.380468541	NA
ENSG00000139737	-3.309838288	NA	-2.69317	NA	NA
ENSG00000139767	-4.014983941	NA	NA	NA	NA
ENSG00000139826	NA	NA	NA	NA	3.0744126
ENSG00000139842	NA	NA	NA	NA	2.9670153
ENSG00000139865	-5.46014119	NA	NA	NA	NA
ENSG00000139910	-4.453706572	NA	NA	-4.567476941	NA
ENSG00000139914	-3.096021246	NA	NA	NA	NA
ENSG00000139970	-3.550241478	NA	-4.10085	-4.176026735	NA
ENSG00000139977	NA	NA	NA	NA	3.8390777
ENSG00000139988	-5.78612457	NA	-6.01523	-4.67686954	NA
ENSG00000140009	NA	NA	2.2311	2.475468925	NA
ENSG00000140015	-6.018465212	NA	NA	-6.18736195	NA
ENSG00000140022	NA	NA	NA	NA	NA
ENSG00000140025	-2.041271894	NA	-2.95802	-2.637940826	NA
ENSG00000140030	-3.832216091	NA	NA	-3.125987417	NA
ENSG00000140090	-3.533596201	NA	-4.17458	NA	NA
ENSG00000140093	-3.717793329	NA	NA	NA	NA
ENSG00000140107	-4.041039628	NA	NA	NA	NA
ENSG00000140157	NA	NA	NA	NA	2.9279478
ENSG00000140181	NA	NA	NA	NA	NA
ENSG00000140254	-8.820555451	NA	-8.1385	-6.987104376	NA
ENSG00000140263	NA	NA	2.65978	2.964739097	7.806842
ENSG00000140265	NA	NA	NA	NA	2.6129706
ENSG00000140274	-9.507727144	NA	NA	NA	NA
ENSG00000140279	-5.109032557	NA	NA	NA	NA
ENSG00000140284	-6.672635305	NA	NA	-5.732032645	NA
ENSG00000140285	-5.577202574	NA	-8.55859	-7.584263313	NA
ENSG00000140297	NA	NA	NA	NA	NA
ENSG00000140299	NA	NA	NA	NA	3.9690273
ENSG00000140320	NA	NA	NA	NA	3.0959296
ENSG00000140368	-5.981116894	NA	-5.77769	-5.495471987	NA
ENSG00000140386	NA	NA	-3.80119	-3.497062298	-11.290695
ENSG00000140396	NA	NA	NA	NA	3.6268263
ENSG00000140398	-2.744042182	NA	-2.5199	-2.132205096	-4.4067197
ENSG00000140470	-4.620913874	NA	-5.47375	-5.007276009	NA
ENSG00000140519	-8.12964612	-8.016638024	-7.43425	-5.011102531	NA
ENSG00000140522	-5.952831447	NA	-5.11835	-4.291068739	NA
ENSG00000140526	NA	NA	NA	2.218097148	4.652794
ENSG00000140527	-2.160668057	NA	NA	-2.742760245	NA
ENSG00000140534	NA	NA	2.32825	2.574949328	4.6580377
ENSG00000140538	-7.484422765	NA	NA	NA	NA
ENSG00000140557	NA	NA	NA	NA	4.405357
ENSG00000140563	NA	NA	-2.16995	NA	NA
ENSG00000140600	-3.082726226	NA	-5.53473	-5.436628413	-4.2173643
ENSG00000140694	NA	NA	-3.30365	-3.041134676	-8.231383
ENSG00000140740	NA	NA	NA	NA	2.4560583
ENSG00000140749	NA	NA	-2.94103	-2.600476735	NA
ENSG00000140807	NA	NA	-4.45963	NA	NA
ENSG00000140832	-4.661486914	NA	NA	NA	NA
ENSG00000140873	-7.522639426	NA	NA	NA	NA
ENSG00000140932	-3.413885119	NA	NA	NA	NA
ENSG00000140937	NA	NA	-2.9988	NA	NA
ENSG00000140941	NA	NA	2.42189	2.571133098	5.942761
ENSG00000140943	NA	NA	NA	NA	2.910796
ENSG00000140945	NA	NA	-4.33835	-3.521733184	-11.485433
ENSG00000140948	NA	NA	2.1723	2.411499559	5.32027
ENSG00000140955	-5.947797349	NA	NA	NA	NA
ENSG00000140968	-8.973376127	NA	NA	-5.446374571	NA
ENSG00000140986	-3.908509008	NA	NA	-5.299342531	NA
ENSG00000141034	NA	NA	NA	NA	2.400442
ENSG00000141096	-9.952953554	NA	NA	NA	NA
ENSG00000141150	-2.522204545	NA	-5.2506	-4.869557222	-10.239128
ENSG00000141161	-4.384076294	-4.348756925	NA	NA	NA
ENSG00000141198	NA	NA	NA	2.083436352	4.3266125
ENSG00000141255	NA	NA	NA	NA	NA
ENSG00000141293	-5.153773886	NA	-6.65932	-5.384598908	NA
ENSG00000141337	3.631208454	3.642111366	NA	NA	NA
ENSG00000141338	-7.224433076	NA	-8.55476	-8.09219079	-10.088199
ENSG00000141367	NA	NA	NA	NA	3.8800611
ENSG00000141376	NA	NA	-3.44732	-2.999901691	NA
ENSG00000141380	NA	NA	NA	NA	2.220324
ENSG00000141385	NA	NA	NA	NA	2.6281846
ENSG00000141424	NA	NA	2.21033	2.544098292	5.832435
ENSG00000141446	NA	NA	-2.5616	NA	NA
ENSG00000141448	-3.334042569	NA	NA	NA	NA
ENSG00000141469	-5.438553447	NA	NA	NA	NA
ENSG00000141497	-3.651194064	NA	NA	-2.60329234	NA
ENSG00000141505	-4.610479686	NA	-6.4327	-5.405869598	NA
ENSG00000141506	-4.150826688	NA	-3.79058	-3.99147892	NA
ENSG00000141526	NA	NA	2.08514	2.797508487	NA
ENSG00000141527	-4.919783544	NA	-6.89307	-6.647606397	-3.887433
ENSG00000141568	NA	NA	NA	NA	2.979239
ENSG00000141579	-2.44562295	NA	NA	-6.195101173	NA
ENSG00000141627	NA	NA	-2.34243	-2.121072074	-4.3501716
ENSG00000141639	-8.418246966	-8.37938691	NA	-7.125724574	NA
ENSG00000141646	NA	NA	NA	2.234565151	NA
ENSG00000141665	NA	NA	-2.44586	NA	NA
ENSG00000141668	-4.817750424	NA	NA	NA	NA
ENSG00000141720	NA	NA	NA	NA	2.15487
ENSG00000141748	-3.546017786	NA	NA	-7.080862724	NA
ENSG00000141750	-5.968498126	NA	NA	-4.557759185	NA
ENSG00000141753	-2.113768	NA	NA	NA	NA
ENSG00000141837	2.575642295	NA	2.39942	3.38777367	5.6703367
ENSG00000141854	-3.337749202	NA	NA	NA	NA
ENSG00000141934	-3.040640623	NA	NA	NA	NA
ENSG00000141968	NA	NA	NA	NA	-4.1189427
ENSG00000142046	NA	NA	-2.3863	-2.075932504	NA
ENSG00000142102	-2.253273323	NA	NA	NA	NA
ENSG00000142156	-3.296356734	-3.268004416	-2.04238	NA	NA
ENSG00000142166	NA	NA	NA	NA	2.6487827
ENSG00000142173	-3.23334395	-3.204592743	NA	NA	NA
ENSG00000142185	-9.220814732	NA	-8.97203	-8.347685837	NA
ENSG00000142230	NA	NA	NA	NA	3.277313
ENSG00000142233	-4.558226816	NA	NA	-5.448811771	NA
ENSG00000142273	-6.914334263	NA	NA	NA	NA
ENSG00000142303	-2.589887645	NA	NA	-2.428998629	NA
ENSG00000142319	-4.941601397	NA	NA	NA	NA
ENSG00000142347	-4.626450828	NA	-4.22222	-3.954856292	-4.7996483
ENSG00000142405	-6.007944731	NA	NA	-7.295323697	NA
ENSG00000142449	-7.471152751	NA	NA	NA	NA
ENSG00000142512	-8.064821724	NA	NA	NA	NA
ENSG00000142513	-2.967332111	NA	NA	NA	NA
ENSG00000142530	-2.833073741	NA	NA	NA	NA
ENSG00000142544	NA	NA	NA	2.017120785	3.3655353
ENSG00000142552	-3.693203859	-3.6203893	-3.05653	NA	NA
ENSG00000142583	-6.281235911	NA	-4.16078	-3.627656494	NA
ENSG00000142609	-6.098736284	NA	NA	NA	NA
ENSG00000142611	-3.427670231	NA	NA	-5.561184348	NA
ENSG00000142615	-4.083952041	NA	NA	NA	NA
ENSG00000142619	-6.631025502	NA	NA	NA	NA
ENSG00000142621	-3.884212365	NA	-4.97377	-4.496630979	NA
ENSG00000142623	-3.206062284	NA	NA	NA	NA
ENSG00000142655	NA	NA	-3.01171	-2.731764948	-6.6426773
ENSG00000142657	NA	NA	2.18986	2.408627948	5.3096914
ENSG00000142661	-7.603240323	NA	NA	NA	NA
ENSG00000142675	-6.012732614	NA	-6.39972	-5.970841296	NA
ENSG00000142677	-8.163770897	NA	NA	-6.656605072	NA
ENSG00000142686	NA	NA	NA	NA	2.9893835
ENSG00000142694	NA	NA	2.41515	2.71501114	6.5659833
ENSG00000142700	-4.94254611	NA	NA	NA	NA
ENSG00000142731	NA	NA	2.10202	2.385993417	5.0937486
ENSG00000142748	-4.779500634	NA	NA	-5.699050569	NA
ENSG00000142765	-5.272245506	NA	-4.49774	-4.055566969	NA
ENSG00000142864	NA	NA	NA	NA	2.2085695
ENSG00000142910	-2.986163977	NA	NA	NA	NA
ENSG00000142920	-2.118671379	NA	NA	NA	NA
ENSG00000142945	NA	NA	2.3689	2.612005566	6.113529
ENSG00000142949	-4.179735966	-4.176644012	-3.61813	-2.960633386	-7.784657
ENSG00000142959	-3.083881008	NA	NA	NA	NA
ENSG00000142973	NA	NA	NA	NA	NA
ENSG00000143001	-4.188983288	NA	NA	NA	NA
ENSG00000143110	-6.441448209	NA	NA	-5.611000083	-5.7472563
ENSG00000143119	-9.58039821	NA	NA	NA	-7.6556106
ENSG00000143127	-6.589279836	-6.605145119	-5.88722	-5.968999717	NA
ENSG00000143140	-6.089988778	NA	NA	-5.189999481	NA
ENSG00000143153	-3.41495352	NA	-3.1856	NA	NA
ENSG00000143156	NA	NA	-3.37127	-3.178153864	-9.051482
ENSG00000143157	NA	NA	NA	NA	3.3454661
ENSG00000143158	NA	NA	NA	NA	2.6238954
ENSG00000143178	NA	NA	NA	NA	NA
ENSG00000143196	-10.9038906	NA	NA	-7.152782964	NA
ENSG00000143199	-2.310786812	NA	NA	NA	NA
ENSG00000143217	-7.954522718	NA	-6.61749	-5.521373657	NA
ENSG00000143226	-4.576171538	-4.589571729	-4.19135	-3.642664146	-12.489675
ENSG00000143228	NA	NA	NA	2.002872431	4.115156
ENSG00000143248	-7.017952713	-7.023939614	-7.74002	-7.15580734	NA
ENSG00000143278	-3.791173422	NA	NA	NA	NA
ENSG00000143318	-3.617757268	NA	NA	NA	NA
ENSG00000143320	-7.924500109	-7.859517147	-6.42815	-5.418290898	-15.651691
ENSG00000143322	NA	NA	2.2281	2.421494754	5.357257
ENSG00000143333	-2.662602135	NA	NA	NA	NA
ENSG00000143337	NA	NA	NA	NA	3.2326186
ENSG00000143340	-6.180220685	NA	NA	NA	NA
ENSG00000143341	-2.552797504	NA	-2.89986	NA	NA
ENSG00000143365	-6.462907726	NA	NA	NA	NA
ENSG00000143375	-2.349172006	NA	-2.42818	-2.054601817	NA
ENSG00000143382	-2.744986891	NA	-2.00611	NA	NA
ENSG00000143390	NA	NA	NA	NA	3.180585
ENSG00000143412	-2.180328952	NA	-3.02827	-2.493577561	NA
ENSG00000143418	NA	NA	NA	NA	3.1789024
ENSG00000143450	NA	NA	-2.15114	NA	NA
ENSG00000143469	2.837137367	NA	NA	NA	NA
ENSG00000143473	NA	NA	NA	NA	NA
ENSG00000143476	NA	NA	2.25231	2.467775164	5.5319
ENSG00000143479	NA	NA	2.63414	3.003620504	7.6015725
ENSG00000143493	NA	NA	NA	NA	2.7769506
ENSG00000143502	-8.754029097	NA	NA	-8.289948013	NA
ENSG00000143512	-2.986468083	NA	NA	NA	NA
ENSG00000143514	NA	NA	NA	2.007062239	4.0196285
ENSG00000143515	NA	NA	NA	NA	3.3677642
ENSG00000143520	-6.414505777	-6.378978125	NA	-5.244724019	NA
ENSG00000143546	-15.42986628	-15.13793117	NA	-9.605934719	NA
ENSG00000143552	-4.193928932	NA	NA	NA	NA
ENSG00000143556	NA	-16.06715738	NA	NA	NA
ENSG00000143590	NA	NA	NA	NA	NA
ENSG00000143612	NA	NA	NA	NA	2.1907878
ENSG00000143621	NA	NA	NA	NA	2.1172292
ENSG00000143627	-7.809931983	NA	NA	NA	NA
ENSG00000143630	-2.030899459	NA	NA	NA	NA
ENSG00000143727	NA	NA	NA	NA	2.581925
ENSG00000143742	NA	NA	2.11772	2.316973771	4.9828606
ENSG00000143756	NA	NA	NA	NA	3.2772791
ENSG00000143786	NA	NA	-2.80609	-2.924383011	-7.5914893
ENSG00000143816	3.242261085	NA	3.26555	NA	2.7680495
ENSG00000143847	-4.073687177	NA	-3.58114	-3.381775176	NA
ENSG00000143851	-9.322757779	NA	NA	NA	NA
ENSG00000143858	-2.966023439	NA	NA	NA	NA
ENSG00000143867	-3.466880364	NA	NA	NA	NA
ENSG00000143889	NA	NA	NA	NA	2.6807313
ENSG00000143919	NA	NA	-2.04908	NA	NA
ENSG00000143942	NA	NA	NA	2.000957292	3.1314173
ENSG00000143947	NA	NA	NA	NA	2.3005764
ENSG00000143951	NA	NA	-2.63693	-2.52975878	-5.7747507
ENSG00000143970	NA	NA	NA	2.077241263	4.139977
ENSG00000143977	NA	NA	NA	NA	2.2578075
ENSG00000143995	NA	NA	-2.00616	NA	NA
ENSG00000144021	NA	NA	NA	NA	2.7166305
ENSG00000144036	NA	NA	-2.39548	NA	NA
ENSG00000144045	-3.396994149	NA	NA	NA	NA
ENSG00000144130	NA	NA	NA	NA	NA
ENSG00000144136	2.148215388	NA	3.0706	2.755468152	6.7527194
ENSG00000144152	-2.132125422	NA	-2.10842	NA	NA
ENSG00000144158	-3.60538028	NA	NA	NA	NA
ENSG00000144199	NA	NA	-2.36156	-2.011175292	NA
ENSG00000144214	-2.892208849	NA	NA	-4.04999503	NA
ENSG00000144218	NA	NA	-3.43004	NA	NA
ENSG00000144229	-4.786842943	NA	NA	NA	NA
ENSG00000144233	NA	NA	NA	2.066799684	4.189562
ENSG00000144331	-3.941993027	NA	NA	-5.336755806	NA
ENSG00000144339	NA	NA	NA	-4.308540272	NA
ENSG00000144355	-4.787099926	NA	-3.93118	-3.337586993	NA
ENSG00000144369	2.134648941	NA	2.07217	2.64626143	4.2829943
ENSG00000144381	NA	NA	NA	NA	3.1447096
ENSG00000144395	NA	NA	-2.31304	-2.070561541	-3.9513266
ENSG00000144401	NA	NA	NA	NA	NA
ENSG00000144406	-2.392744087	NA	-5.289	-5.620598669	-4.564915
ENSG00000144407	-4.063820205	NA	NA	NA	NA
ENSG00000144426	NA	NA	NA	NA	NA
ENSG00000144452	-2.373631936	NA	-5.23514	NA	NA
ENSG00000144468	NA	NA	NA	NA	-3.3719916
ENSG00000144476	-7.145154275	NA	NA	-5.668412226	NA
ENSG00000144488	-3.726809179	NA	NA	NA	NA
ENSG00000144550	-5.100633872	NA	NA	NA	NA
ENSG00000144566	NA	NA	NA	NA	2.7876933
ENSG00000144580	NA	NA	NA	NA	2.596951
ENSG00000144619	-4.418117762	NA	-6.5303	NA	NA
ENSG00000144635	NA	NA	NA	NA	2.3096814
ENSG00000144642	-2.691432866	NA	-5.1783	-4.263026349	-19.597216
ENSG00000144644	-3.921478591	NA	NA	-6.392593339	NA
ENSG00000144648	-2.734261585	NA	-3.13986	-2.588187275	NA
ENSG00000144649	-3.005605507	NA	NA	NA	NA
ENSG00000144668	-2.584692055	NA	-6.10621	-5.237936788	-12.263928
ENSG00000144681	-5.772683115	NA	NA	NA	NA
ENSG00000144741	NA	NA	-3.35333	-3.09257977	NA
ENSG00000144744	NA	NA	NA	NA	2.7740302
ENSG00000144810	-2.930251091	NA	-4.30884	-3.907313995	NA
ENSG00000144815	NA	NA	NA	2.018128797	NA
ENSG00000144821	-2.616248772	NA	NA	NA	NA
ENSG00000144827	NA	NA	NA	2.067697479	4.1921716
ENSG00000144834	5.37688354	NA	NA	5.482614234	4.7481437
ENSG00000144840	NA	NA	NA	NA	3.585144
ENSG00000144847	NA	NA	-2.13611	NA	NA
ENSG00000144891	-3.777695921	NA	NA	NA	NA
ENSG00000144908	-3.034925168	NA	NA	-2.794302656	NA
ENSG00000144909	NA	NA	NA	2.021342648	4.0168433
ENSG00000145040	2.616531034	NA	3.65971	NA	NA
ENSG00000145063	NA	NA	NA	-2.882001247	NA
ENSG00000145075	NA	NA	-2.43669	-2.3815636	NA
ENSG00000145087	-2.71468562	NA	NA	-7.746092506	NA
ENSG00000145107	-2.090221453	NA	-3.35701	NA	NA
ENSG00000145113	-4.532330857	NA	NA	NA	NA
ENSG00000145198	-4.382124995	NA	NA	NA	NA
ENSG00000145242	NA	NA	NA	NA	4.028869
ENSG00000145244	-2.575225949	NA	NA	-3.947978849	NA
ENSG00000145248	-3.823871037	NA	NA	NA	NA
ENSG00000145287	-5.481521477	NA	NA	-4.75250518	NA
ENSG00000145321	-6.151130546	NA	NA	NA	NA
ENSG00000145335	NA	NA	-3.34875	-2.717964286	NA
ENSG00000145348	NA	NA	-2.93758	-2.665814842	-6.345855
ENSG00000145358	5.311256117	5.286415861	6.07148	6.313409328	50.598965
ENSG00000145386	NA	NA	2.86601	3.035801845	8.322736
ENSG00000145390	2.17437894	NA	NA	NA	NA
ENSG00000145391	NA	NA	2.66254	2.974448417	7.756014
ENSG00000145416	-2.558095611	NA	-3.94601	-3.379920102	NA
ENSG00000145423	NA	-13.13485668	NA	NA	NA
ENSG00000145428	-6.808388306	NA	NA	NA	NA
ENSG00000145431	-2.49376661	NA	-3.90946	NA	NA
ENSG00000145451	-4.927192568	NA	NA	NA	NA
ENSG00000145491	-2.188341519	NA	NA	NA	NA
ENSG00000145495	NA	NA	NA	NA	3.2566247
ENSG00000145506	-6.333832315	NA	-6.3481	-5.431404713	NA
ENSG00000145526	-3.273110766	NA	-6.51474	NA	NA
ENSG00000145536	-5.716624094	NA	NA	-4.804983113	NA
ENSG00000145545	NA	NA	NA	2.083264325	4.23765
ENSG00000145569	-5.400183618	NA	NA	NA	NA
ENSG00000145649	NA	NA	NA	NA	NA
ENSG00000145687	NA	NA	-3.56369	-2.875283472	NA
ENSG00000145692	-3.986110057	NA	NA	-4.256379023	NA
ENSG00000145703	NA	NA	-2.17156	NA	NA
ENSG00000145721	-7.847945939	NA	NA	NA	NA
ENSG00000145734	NA	NA	NA	NA	3.1376922
ENSG00000145743	NA	NA	-2.80799	NA	NA
ENSG00000145757	NA	NA	-4.20428	-3.735762069	NA
ENSG00000145777	-2.997755113	NA	NA	NA	NA
ENSG00000145780	NA	NA	NA	NA	3.1689599
ENSG00000145794	-5.057853795	NA	-4.45851	NA	NA
ENSG00000145808	-2.895887942	NA	NA	NA	NA
ENSG00000145819	NA	NA	-3.77447	-3.289418255	-9.777177
ENSG00000145824	-13.30646233	-13.05604252	NA	-9.304868807	NA
ENSG00000145864	-4.045956349	NA	NA	NA	NA
ENSG00000145868	NA	NA	NA	NA	2.2476401
ENSG00000145879	-6.797087051	NA	NA	NA	NA
ENSG00000145907	NA	NA	2.12793	2.277455615	4.8482213
ENSG00000145934	-6.294455426	NA	-9.92289	NA	NA
ENSG00000145965	-5.099248747	NA	NA	-5.369697693	NA
ENSG00000145979	NA	NA	NA	2.189121167	NA
ENSG00000145982	NA	NA	-3.32291	-3.125927506	-8.729672
ENSG00000145996	NA	NA	-3.0235	-2.845063562	-7.185376
ENSG00000146001	-7.134374136	NA	NA	NA	NA
ENSG00000146005	-3.013976183	NA	NA	NA	NA
ENSG00000146006	2.290659313	NA	NA	NA	NA
ENSG00000146013	-5.454420238	NA	NA	NA	NA
ENSG00000146038	-2.305024297	NA	-3.53016	NA	NA
ENSG00000146049	-2.045258954	NA	NA	-3.050152805	NA
ENSG00000146054	NA	NA	2.38755	3.092027394	7.197289
ENSG00000146070	NA	NA	NA	NA	NA
ENSG00000146072	-3.54820208	-3.540110229	-2.5873	-2.588466203	NA
ENSG00000146085	NA	NA	NA	NA	3.1955423
ENSG00000146094	-2.794800016	NA	NA	NA	NA
ENSG00000146143	NA	NA	-2.95127	-2.788324571	-6.908272
ENSG00000146147	NA	NA	-2.46559	NA	NA
ENSG00000146192	-9.215507968	NA	NA	-7.627338771	NA
ENSG00000146197	-2.660087798	NA	NA	NA	NA
ENSG00000146205	NA	NA	NA	2.363888101	3.501947
ENSG00000146215	-2.913440493	NA	NA	NA	NA
ENSG00000146221	-4.279356264	NA	NA	NA	NA
ENSG00000146242	NA	NA	NA	2.628602953	4.882042
ENSG00000146247	2.243789629	NA	2.70846	2.978473479	6.836736
ENSG00000146250	-3.654742692	NA	NA	NA	NA
ENSG00000146285	-6.552506631	NA	-5.77823	-5.270098954	NA
ENSG00000146386	NA	NA	2.23715	2.489334596	5.61519
ENSG00000146409	NA	NA	2.80392	3.244030938	9.398331
ENSG00000146410	NA	NA	2.17821	2.412561652	5.0598083
ENSG00000146416	NA	NA	-4.16535	-3.711035034	-13.095825
ENSG00000146425	NA	NA	NA	NA	3.8666904
ENSG00000146426	NA	NA	-2.68202	-2.431567351	NA
ENSG00000146433	NA	NA	NA	NA	3.4046173
ENSG00000146453	-6.312011008	NA	NA	-4.844984406	NA
ENSG00000146457	NA	NA	NA	2.02818492	4.078913
ENSG00000146476	NA	NA	2.18728	2.407724493	5.4224195
ENSG00000146477	-4.093213394	NA	NA	-3.708711122	NA
